Date,Year,Primary Type,Description,Location Description,District,Community Area,Latitude,Longitude,Arrest
05/23/2016 12:05:00 AM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,18,7,41.92312903,-87.65232073,FALSE
05/23/2016 02:00:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,2,38,41.81245561,-87.61968068,FALSE
05/23/2016 01:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,6,71,41.75042206,-87.65893537,FALSE
05/23/2016 01:45:00 AM,2016,ROBBERY,ARMED: OTHER FIREARM,SIDEWALK,12,24,41.89436537,-87.65999791,FALSE
05/23/2016 04:10:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,7,69,41.76918549,-87.62573242,FALSE
05/23/2016 08:45:00 AM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,9,60,41.8481156,-87.6418272,FALSE
05/23/2016 07:15:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,11,26,41.87531873,-87.7215099,FALSE
05/23/2016 11:20:00 AM,2016,ROBBERY,VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),6,71,41.75029536,-87.65373284,FALSE
05/23/2016 01:00:00 AM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,2,39,41.80546258,-87.60428743,FALSE
05/23/2016 09:43:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,3,69,41.76126381,-87.61837522,FALSE
05/23/2016 12:45:00 PM,2016,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,11,26,41.86982447,-87.72404056,FALSE
05/23/2016 12:30:00 AM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,14,24,41.90719153,-87.68959761,FALSE
05/23/2016 05:15:00 PM,2016,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,10,30,41.84915157,-87.69714244,FALSE
05/23/2016 04:15:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,9,34,41.85212475,-87.63634436,FALSE
05/23/2016 05:15:00 PM,2016,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),22,73,41.70644199,-87.64282012,FALSE
05/23/2016 02:36:00 PM,2016,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,8,64,41.77117877,-87.73872202,FALSE
05/23/2016 07:28:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,15,25,41.8746706,-87.74505222,FALSE
05/23/2016 07:04:00 PM,2016,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,7,67,41.7844363,-87.6643393,FALSE
05/23/2016 07:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,4,46,41.75152891,-87.54804686,FALSE
05/23/2016 05:20:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESTAURANT,12,28,41.8811876,-87.6848058,FALSE
05/23/2016 05:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,6,68,41.75689716,-87.64297956,FALSE
05/23/2016 10:35:00 PM,2016,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),1,33,41.85391429,-87.62384125,FALSE
05/23/2016 11:08:00 PM,2016,ROBBERY,VEHICULAR HIJACKING,STREET,25,19,41.93376556,-87.76754548,FALSE
05/23/2016 10:00:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,15,25,41.89402965,-87.74903599,FALSE
05/23/2016 10:17:00 PM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,RESIDENCE-GARAGE,12,28,41.88305178,-87.68252851,FALSE
05/23/2016 09:40:00 PM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,7,67,41.79121568,-87.67543854,FALSE
05/23/2016 10:40:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,11,27,41.86996456,-87.71380672,FALSE
05/23/2016 11:25:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),1,35,41.83981113,-87.61714191,FALSE
05/23/2016 07:40:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,2,38,41.8182091,-87.61683604,FALSE
05/23/2016 02:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,18,8,41.897414,-87.63469509,FALSE
05/23/2016 05:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,12,24,41.89968359,-87.66893039,FALSE
05/23/2016 09:30:00 PM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,6,44,41.74497329,-87.63573092,FALSE
03/29/2016 09:40:00 PM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,10,30,41.83753364,-87.72680195,FALSE
04/20/2016 04:50:00 PM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,9,59,41.83172355,-87.67776488,TRUE
04/28/2016 10:15:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,11,27,41.8740601,-87.70592431,TRUE
05/22/2016 06:19:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,ALLEY,7,68,41.7624451,-87.64555183,TRUE
05/24/2016 02:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,5,53,41.68116563,-87.62639372,FALSE
05/24/2016 03:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,10,30,41.84043895,-87.73448115,FALSE
05/24/2016 01:20:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,24,1,42.00451407,-87.66213062,FALSE
05/24/2016 05:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,7,68,41.78863889,-87.64501157,FALSE
05/24/2016 02:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,5,49,41.71618865,-87.61399625,FALSE
05/24/2016 01:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,15,25,41.88602882,-87.75527492,FALSE
05/24/2016 12:00:00 PM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,COMMERCIAL / BUSINESS OFFICE,19,5,41.95480269,-87.6792072,FALSE
05/24/2016 04:30:00 AM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,RESIDENTIAL YARD (FRONT/BACK),9,37,41.81577372,-87.63355445,FALSE
05/24/2016 11:59:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),9,63,41.80114571,-87.68482133,TRUE
05/24/2016 01:00:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,24,1,41.99994925,-87.66710107,FALSE
05/24/2016 04:20:00 PM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,VEHICLE NON-COMMERCIAL,9,58,41.80823344,-87.69695324,FALSE
05/24/2016 06:45:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,2,39,41.81274771,-87.59043793,FALSE
05/24/2016 08:50:00 PM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SMALL RETAIL STORE,16,10,41.97549567,-87.80651161,FALSE
05/24/2016 07:25:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,3,40,41.783432,-87.61570174,FALSE
05/24/2016 04:45:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,10,30,41.8438905,-87.71721821,FALSE
05/24/2016 09:30:00 PM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,4,46,41.7364145,-87.54581652,FALSE
05/24/2016 02:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,3,69,41.76515752,-87.62006946,FALSE
05/24/2016 10:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,25,23,41.90988222,-87.72663555,FALSE
04-03-2016 10:18,2016,ROBBERY,VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),24,2,41.99780877,-87.68531531,TRUE
05/25/2016 12:55:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,8,66,41.77540823,-87.69731083,FALSE
05/25/2016 03:15:00 AM,2016,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,11,23,41.90000916,-87.716466,FALSE
05/25/2016 05:40:00 AM,2016,ROBBERY,ARMED: HANDGUN,OTHER,22,71,41.7359947,-87.64909862,FALSE
05/25/2016 12:28:00 AM,2016,ROBBERY,ATTEMPT: ARMED-HANDGUN,PARKING LOT/GARAGE(NON.RESID.),3,43,41.7728821,-87.58629369,FALSE
05/25/2016 01:18:00 PM,2016,ROBBERY,ARMED: HANDGUN,GAS STATION,8,66,41.77904043,-87.69857282,FALSE
05/25/2016 01:59:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,DEPARTMENT STORE,1,32,41.88233367,-87.62784179,FALSE
05/25/2016 04:43:00 PM,2016,ROBBERY,ARMED: HANDGUN,OTHER,6,71,41.75022488,-87.67365844,FALSE
05/25/2016 03:00:00 PM,2016,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,STREET,7,68,41.77252835,-87.64109998,FALSE
05/25/2016 04:15:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,6,49,41.72161453,-87.63181141,FALSE
05/25/2016 08:00:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,11,26,41.87123208,-87.73024319,FALSE
05/25/2016 05:10:00 PM,2016,ROBBERY,ATTEMPT: ARMED-HANDGUN,APARTMENT,7,67,41.76800351,-87.66387589,TRUE
05/25/2016 05:45:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,OTHER,16,15,41.95087976,-87.76446426,FALSE
05/25/2016 06:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,5,49,41.68866627,-87.62779438,FALSE
05/25/2016 03:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,7,68,41.77230524,-87.63733013,FALSE
05/25/2016 10:20:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,4,48,41.72564549,-87.56934169,FALSE
04-02-2016 14:50,2016,ROBBERY,VEHICULAR HIJACKING,STREET,4,51,41.71730216,-87.55291398,TRUE
04/16/2016 06:15:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,NURSING HOME/RETIREMENT HOME,2,38,41.81593313,-87.62464213,TRUE
05/26/2016 12:15:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,12,24,41.89435565,-87.66068117,FALSE
05/26/2016 01:08:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,24,2,41.99634823,-87.69106165,FALSE
05/26/2016 02:04:00 AM,2016,ROBBERY,ARMED: HANDGUN,RESTAURANT,15,25,41.87736877,-87.74516334,TRUE
05/26/2016 01:00:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,14,22,41.92742659,-87.71083672,FALSE
05/26/2016 09:10:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,3,42,41.77984956,-87.61201299,FALSE
05/26/2016 07:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,4,45,41.74330654,-87.5845663,FALSE
05/26/2016 01:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,2,38,41.81988174,-87.62635954,FALSE
05/26/2016 09:00:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,3,42,41.776173,-87.61432721,FALSE
05/26/2016 10:15:00 AM,2016,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),7,67,41.76260186,-87.66372678,FALSE
05/26/2016 04:00:00 AM,2016,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,11,26,41.8822275,-87.73797999,FALSE
05/26/2016 01:10:00 PM,2016,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,22,73,41.72580343,-87.66278657,FALSE
05/26/2016 03:40:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,12,27,41.88119901,-87.70612989,FALSE
05/26/2016 04:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,9,61,41.80623325,-87.67462837,FALSE
05/26/2016 07:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,12,27,41.88104666,-87.69937463,FALSE
05/26/2016 02:20:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),9,37,41.79453011,-87.63217935,FALSE
05/26/2016 09:46:00 PM,2016,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,SIDEWALK,6,44,41.74566278,-87.61315432,FALSE
05/26/2016 10:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,24,2,42.00230948,-87.68148016,FALSE
05/26/2016 09:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,"SCHOOL, PUBLIC, GROUNDS",8,66,41.77866036,-87.69338142,FALSE
05-06-2016 21:00,2016,ROBBERY,ARMED: HANDGUN,STREET,5,49,41.70716055,-87.62382378,FALSE
05/27/2016 02:20:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,12,27,41.88191075,-87.70430152,FALSE
05/27/2016 03:09:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,15,25,41.89313028,-87.74918009,FALSE
05/27/2016 02:15:00 AM,2016,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,11,29,41.8660461,-87.73404032,FALSE
05/27/2016 01:20:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,24,1,42.02253408,-87.67378794,FALSE
05/27/2016 04:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,ALLEY,17,16,41.95777473,-87.72773668,FALSE
05/27/2016 05:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,3,43,41.77113532,-87.57643446,FALSE
05/27/2016 08:45:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,11,27,41.87965724,-87.69624875,FALSE
05/27/2016 10:20:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,11,29,41.86778437,-87.70448776,FALSE
05/27/2016 02:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,15,25,41.88115629,-87.76653728,FALSE
05/27/2016 01:57:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,9,61,41.80153328,-87.64897763,FALSE
05/27/2016 03:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,7,68,41.76471128,-87.64682522,FALSE
05/27/2016 02:29:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,3,43,41.77096917,-87.58626823,FALSE
05/27/2016 05:15:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,2,38,41.8093471,-87.61891922,FALSE
05/27/2016 07:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,22,73,41.72261086,-87.66028123,FALSE
05/27/2016 07:20:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,6,44,41.72530068,-87.60455698,FALSE
05/27/2016 08:18:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,24,1,42.00920197,-87.66086711,FALSE
05/27/2016 08:25:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESTAURANT,25,25,41.90926446,-87.77470898,FALSE
05/27/2016 09:06:00 PM,2016,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,14,24,41.91023642,-87.69527981,FALSE
05/27/2016 05:24:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,1,28,41.86975248,-87.63974729,FALSE
05/27/2016 04:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,9,58,41.80948264,-87.70402756,FALSE
05/27/2016 06:40:00 PM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,CTA BUS STOP,3,43,41.77288785,-87.58506919,FALSE
05/27/2016 09:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,15,25,41.88276475,-87.7632768,FALSE
05/27/2016 11:00:00 AM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,12,28,41.87622797,-87.67454534,FALSE
02-08-2016 23:40,2016,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,7,67,41.77901282,-87.66420869,TRUE
05/16/2016 01:00:00 AM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,6,71,41.75018542,-87.64402995,FALSE
05/28/2016 12:10:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,7,68,41.7807865,-87.65453291,FALSE
05/28/2016 12:56:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,2,39,41.80674706,-87.60431321,FALSE
05/28/2016 01:45:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,3,43,41.76713786,-87.56870665,FALSE
05/28/2016 02:15:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,11,29,41.86732052,-87.70447394,FALSE
05/28/2016 03:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,ALLEY,19,6,41.94725723,-87.65342042,FALSE
05/28/2016 12:05:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,6,44,41.75094076,-87.62518522,FALSE
05/28/2016 02:50:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,5,53,41.65819767,-87.6370927,FALSE
05/28/2016 01:25:00 AM,2016,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),15,25,41.89550709,-87.7568423,FALSE
05/28/2016 03:20:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,11,23,41.89538526,-87.72420537,FALSE
05/28/2016 05:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,25,19,41.93176197,-87.77476998,FALSE
05/28/2016 12:55:00 AM,2016,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,9,61,41.8059875,-87.67340949,FALSE
05/28/2016 04:58:00 AM,2016,ROBBERY,AGGRAVATED,ALLEY,9,60,41.83996358,-87.66144561,FALSE
05/28/2016 09:40:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,6,71,41.74440774,-87.66571872,FALSE
05/28/2016 11:35:00 AM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,7,68,41.78649959,-87.64981588,FALSE
05/28/2016 01:45:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),7,67,41.76221533,-87.66144728,FALSE
05/28/2016 12:45:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,25,25,41.90257886,-87.74598261,FALSE
05/28/2016 02:47:00 PM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,RESTAURANT,9,61,41.80264738,-87.66481008,FALSE
05/28/2016 03:48:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),11,23,41.89291507,-87.72516908,FALSE
05/28/2016 02:00:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,8,70,41.74195021,-87.72167101,FALSE
05/28/2016 06:09:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,9,34,41.8507073,-87.63475578,FALSE
05/28/2016 06:45:00 PM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,2,41,41.79708398,-87.58545525,FALSE
05/28/2016 10:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),1,32,41.88447161,-87.63280163,FALSE
05/28/2016 09:45:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,4,46,41.73141124,-87.54696206,FALSE
05/28/2016 10:50:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,11,27,41.88741762,-87.71424776,FALSE
05/28/2016 09:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,1,32,41.88427684,-87.62209893,FALSE
05/28/2016 10:20:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,15,25,41.87393596,-87.75548304,FALSE
05/28/2016 09:00:00 PM,2016,ROBBERY,VEHICULAR HIJACKING,STREET,25,23,41.90533066,-87.72945217,FALSE
05/29/2016 01:10:00 AM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,22,72,41.70283259,-87.65748837,FALSE
05/29/2016 12:31:00 AM,2016,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,1,32,41.88337668,-87.62787438,FALSE
05/29/2016 12:45:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,3,43,41.76355577,-87.56161259,FALSE
05/29/2016 01:05:00 AM,2016,ROBBERY,AGGRAVATED,ALLEY,18,7,41.9169656,-87.63633,FALSE
09/22/2015 01:35:00 PM,2015,ROBBERY,ARMED: HANDGUN,ALLEY,10,30,41.83406077,-87.7291465,TRUE
03/30/2016 01:31:00 PM,2016,ROBBERY,AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),5,49,41.69704765,-87.63096165,TRUE
05-02-2016 18:35,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,12,28,41.86902447,-87.68275525,TRUE
05/29/2016 01:30:00 AM,2016,ROBBERY,ATTEMPT: ARMED-HANDGUN,LAKEFRONT/WATERFRONT/RIVERBANK,18,8,41.89488228,-87.61575565,FALSE
05/29/2016 03:35:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,5,49,41.71768641,-87.62049938,FALSE
05/29/2016 05:35:00 AM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,PARKING LOT/GARAGE(NON.RESID.),18,8,41.89161301,-87.63204782,FALSE
05/29/2016 02:00:00 AM,2016,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,14,24,41.91042819,-87.68057523,FALSE
05/29/2016 07:10:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,7,68,41.7798049,-87.64133703,FALSE
05/29/2016 11:57:00 AM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,APARTMENT,4,46,41.75310285,-87.55027056,FALSE
05/29/2016 08:55:00 AM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA TRAIN,1,32,41.878639,-87.62769149,FALSE
05/29/2016 12:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,22,73,41.71190313,-87.64417906,FALSE
05/29/2016 12:25:00 PM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,8,66,41.77191481,-87.68748403,FALSE
05/29/2016 01:00:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,3,69,41.76173064,-87.60791653,FALSE
05/29/2016 02:15:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,19,3,41.9657813,-87.65771679,FALSE
05/29/2016 01:30:00 PM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,19,7,41.92910302,-87.64675955,FALSE
05/29/2016 04:14:00 PM,2016,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,25,25,41.9094079,-87.76313533,FALSE
05/29/2016 02:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,11,26,41.87504068,-87.7254781,FALSE
05/29/2016 05:35:00 PM,2016,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,9,61,41.79959283,-87.65774524,FALSE
05/29/2016 03:30:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,25,25,41.90205851,-87.7714217,FALSE
05/29/2016 09:20:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,10,29,41.86633431,-87.71184825,FALSE
05/29/2016 09:15:00 PM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,2,40,41.80111531,-87.62262689,FALSE
05/29/2016 11:03:00 PM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,3,43,41.77068791,-87.57642139,FALSE
05/29/2016 10:35:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,9,58,41.81876578,-87.70439159,FALSE
05/29/2016 10:00:00 PM,2016,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,11,26,41.88633633,-87.73811445,FALSE
05/29/2016 11:35:00 PM,2016,ROBBERY,ARMED: HANDGUN,STREET,19,5,41.95306154,-87.67417748,TRUE
05/29/2016 10:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,18,8,41.90356404,-87.6374419,FALSE
03/26/2016 02:30:00 AM,2016,ROBBERY,VEHICULAR HIJACKING,STREET,12,28,41.8845916,-87.68161316,TRUE
05/16/2016 12:10:00 AM,2016,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA BUS STOP,14,24,41.90335991,-87.68703532,TRUE
05/20/2016 03:00:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,14,24,41.90352381,-87.66674162,FALSE
05/20/2016 01:00:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,7,69,41.76315606,-87.62972066,FALSE
05/20/2016 08:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,STREET,7,69,41.76679826,-87.62980549,FALSE
05/19/2016 10:45:00 PM,2016,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA BUS STOP,15,25,41.89448235,-87.74578868,FALSE
05/21/2016 12:35:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,17,13,41.98301096,-87.71343659,TRUE
05/18/2016 07:00:00 PM,2016,ROBBERY,AGGRAVATED,PARK PROPERTY,24,1,42.01526807,-87.67245731,FALSE
05/21/2016 04:05:00 PM,2016,ROBBERY,ARMED: HANDGUN,ALLEY,7,68,41.76441524,-87.65288009,FALSE
05/19/2016 01:40:00 AM,2016,ROBBERY,ARMED: HANDGUN,SIDEWALK,6,69,41.75223476,-87.61656608,FALSE
05/21/2016 12:45:00 AM,2016,ROBBERY,AGGRAVATED,SIDEWALK,18,8,41.89407874,-87.62779703,FALSE
05/20/2016 06:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,11,26,41.87753015,-87.725561,FALSE
05/19/2016 12:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,6,49,41.72302493,-87.62507057,FALSE
05/20/2016 08:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,6,69,41.75252514,-87.61253523,FALSE
05/20/2016 01:30:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,7,68,41.78616221,-87.64616375,FALSE
05/23/2016 12:15:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,7,67,41.77327908,-87.664052,FALSE
05/23/2016 08:32:00 AM,2016,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,7,68,41.78695154,-87.65013376,FALSE
05/22/2016 04:30:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,15,25,41.88159973,-87.77470765,FALSE
05/20/2016 01:52:00 PM,2016,ROBBERY,ARMED: HANDGUN,RESIDENCE,25,25,41.91201987,-87.7753132,FALSE
05/24/2016 10:45:00 AM,2016,ROBBERY,ARMED: HANDGUN,STREET,12,28,41.87715746,-87.67775974,FALSE
05/24/2016 03:00:00 PM,2016,ROBBERY,STRONGARM - NO WEAPON,ALLEY,9,61,41.81623407,-87.64250776,FALSE
